source,target,frequency,band
F8,F7,190,alpha
F8,O2,190,alpha
T3,F8,190,alpha
T3,O2,190,alpha
F8,PZ,190,alpha
T3,C4,190,alpha
T5,P4,190,alpha
T5,C4,190,alpha
T5,FZ,190,alpha
T5,F7,190,alpha
P3,T4,190,alpha
F7,FZ,190,alpha
O2,FZ,190,alpha
F7,T5,190,alpha
O1,F7,190,alpha
O1,C3,190,alpha
O1,T5,190,alpha
O2,Fp1,190,alpha
F7,C3,190,alpha
CZ,Fp1,190,alpha
PZ,C3,190,alpha
PZ,Fp1,190,alpha
PZ,Fp2,190,alpha
FZ,T6,190,alpha
CZ,O2,190,alpha
FZ,T5,190,alpha
CZ,O1,190,alpha
PZ,F3,190,alpha
F3,Fp1,190,alpha
Fp1,T5,190,alpha
Fp2,F4,189,alpha
CZ,Fp2,189,alpha
CZ,P3,189,alpha
F3,P4,189,alpha
CZ,T3,189,alpha
Fp2,T5,189,alpha
CZ,FZ,189,alpha
CZ,T6,189,alpha
CZ,T5,189,alpha
P4,FZ,189,alpha
O1,C4,189,alpha
O1,F4,189,alpha
PZ,C4,189,alpha
PZ,P3,189,alpha
O1,T3,189,alpha
O2,O1,189,alpha
O2,F3,189,alpha
F4,CZ,189,alpha
T6,C3,189,alpha
Fp1,O2,189,alpha
T6,P4,189,alpha
F3,O2,189,alpha
C4,CZ,189,alpha
F4,F8,189,alpha
F4,T3,189,alpha
T5,F4,189,alpha
T5,O1,189,alpha
T5,F8,189,alpha
C3,F8,189,alpha
C3,O2,189,alpha
C3,P3,189,alpha
C3,F4,189,alpha
T5,T6,189,alpha
F3,T5,189,alpha
F4,F3,189,alpha
F3,FZ,189,alpha
F3,T6,189,alpha
T3,T4,189,alpha
T4,PZ,189,alpha
F8,T5,189,alpha
T3,T5,189,alpha
P4,T3,189,alpha
F8,T4,189,alpha
P3,P4,189,alpha
C4,PZ,189,alpha
F8,P3,189,alpha
P3,F8,189,alpha
P4,F3,189,alpha
P3,PZ,189,alpha
P4,O2,189,alpha
P4,F7,189,alpha
P4,C4,189,alpha
P3,O2,189,alpha
P3,FZ,189,alpha
F7,P4,189,alpha
F8,Fp2,189,alpha
F7,O2,189,alpha
Fp1,P4,189,alpha
PZ,T4,189,alpha
PZ,T5,189,alpha
PZ,T6,189,alpha
FZ,P4,189,alpha
FZ,Fp1,189,alpha
T5,C3,188,alpha
C3,T3,188,alpha
FZ,P3,188,alpha
T6,T5,188,alpha
T6,CZ,188,alpha
C4,FZ,188,alpha
O2,PZ,188,alpha
T5,O2,188,alpha
T4,Fp1,188,alpha
C4,T3,188,alpha
T4,T3,188,alpha
T5,Fp2,188,alpha
T4,Fp2,188,alpha
F8,O1,188,alpha
P4,Fp1,188,alpha
P3,O1,188,alpha
T3,C3,188,alpha
T3,P3,188,alpha
F8,T3,188,alpha
F8,CZ,188,alpha
T4,O1,188,alpha
O1,F8,188,alpha
O2,C3,188,alpha
O2,F7,188,alpha
O1,CZ,188,alpha
O2,F8,188,alpha
Fp1,FZ,188,alpha
Fp2,P3,188,alpha
Fp2,P4,188,alpha
P4,CZ,188,alpha
CZ,F8,188,alpha
Fp2,T3,188,alpha
CZ,F4,188,alpha
CZ,C4,188,alpha
T5,T3,188,alpha
C3,T4,188,alpha
F7,T6,188,alpha
T3,P4,188,alpha
T3,F4,188,alpha
T3,Fp2,188,alpha
F7,F4,188,alpha
F3,F8,187,alpha
F3,F4,187,alpha
Fp1,F8,187,alpha
PZ,F4,187,alpha
P4,T5,187,alpha
Fp2,C3,187,alpha
Fp2,F7,187,alpha
F3,Fp2,187,alpha
Fp2,O2,187,alpha
O2,Fp2,187,alpha
O1,PZ,187,alpha
O1,T4,187,alpha
T5,T4,187,alpha
C4,T6,187,alpha
T5,PZ,187,alpha
P4,PZ,187,alpha
O1,T6,187,alpha
T6,PZ,187,alpha
F4,F7,187,alpha
O2,T3,187,alpha
F7,Fp2,187,alpha
O2,T6,187,alpha
P4,O1,187,alpha
F7,F3,187,alpha
F8,F4,187,alpha
F8,FZ,187,alpha
T4,FZ,187,alpha
T4,O2,187,alpha
PZ,F8,187,alpha
C3,T6,187,alpha
C4,O2,187,alpha
FZ,Fp2,187,alpha
Fp1,Fp2,187,alpha
T4,C3,187,alpha
T4,P3,187,alpha
F3,T4,187,alpha
F4,O1,187,alpha
PZ,CZ,186,alpha
FZ,C3,186,alpha
T5,CZ,186,alpha
C4,T4,186,alpha
Fp1,F4,186,alpha
CZ,PZ,186,alpha
Fp1,T4,186,alpha
CZ,P4,186,alpha
O1,P3,186,alpha
CZ,T4,186,alpha
F4,O2,186,alpha
F4,PZ,186,alpha
T6,T4,186,alpha
T6,O1,186,alpha
F7,T4,186,alpha
F8,C3,186,alpha
P3,T6,186,alpha
O2,T4,186,alpha
T3,FZ,186,alpha
T4,C4,186,alpha
F7,Fp1,186,alpha
Fp2,FZ,185,alpha
O2,T5,185,alpha
T5,P3,185,alpha
T4,F4,185,alpha
T4,T6,185,alpha
T4,F7,185,alpha
O2,P4,185,alpha
Fp1,F7,185,alpha
T4,CZ,185,alpha
F7,F8,184,alpha
P4,T4,184,alpha
Fp2,T4,184,alpha
Fp2,F3,184,alpha
PZ,P4,184,alpha
O2,F4,184,alpha
T6,P3,184,alpha
F3,F7,184,alpha
T6,C4,184,alpha
P4,P3,184,alpha
Fp2,Fp1,183,alpha
FZ,T4,182,alpha
O1,P4,181,alpha
T4,P4,179,alpha
