source,target,frequency,band
Fp2,C4,244,alpha
Fp2,O2,244,alpha
F3,O1,244,alpha
F4,Fp1,244,alpha
F4,C4,244,alpha
F4,F7,244,alpha
F4,T6,244,alpha
C3,F7,244,alpha
C3,PZ,244,alpha
C4,F7,244,alpha
P3,T3,244,alpha
P4,F8,244,alpha
O1,T5,244,alpha
O2,T4,244,alpha
O2,T5,244,alpha
O2,CZ,244,alpha
F7,Fp1,244,alpha
F7,O1,244,alpha
F7,T6,244,alpha
F7,PZ,244,alpha
F8,O1,244,alpha
F8,CZ,244,alpha
T3,O2,244,alpha
T3,F7,244,alpha
T3,F8,244,alpha
T4,P4,244,alpha
T4,CZ,244,alpha
T5,Fp2,244,alpha
T5,T3,244,alpha
T6,P3,244,alpha
T6,F7,244,alpha
FZ,F3,244,alpha
FZ,O1,244,alpha
FZ,O2,244,alpha
FZ,PZ,244,alpha
CZ,C3,244,alpha
PZ,Fp2,244,alpha
PZ,C4,244,alpha
PZ,T3,244,alpha
O1,F7,244,alpha
Fp1,T3,243,alpha
Fp1,T5,243,alpha
Fp2,T5,243,alpha
F4,Fp2,243,alpha
F4,F3,243,alpha
F4,PZ,243,alpha
C3,Fp1,243,alpha
C3,F4,243,alpha
C3,F8,243,alpha
C3,FZ,243,alpha
C4,P4,243,alpha
C4,F8,243,alpha
P3,O2,243,alpha
P3,F7,243,alpha
P4,C3,243,alpha
P4,CZ,243,alpha
O1,F4,243,alpha
O1,T6,243,alpha
O2,FZ,243,alpha
F7,C3,243,alpha
F7,T3,243,alpha
F8,Fp2,243,alpha
F8,F4,243,alpha
T3,Fp1,243,alpha
T3,C4,243,alpha
T4,C3,243,alpha
T5,Fp1,243,alpha
T5,P4,243,alpha
T5,F8,243,alpha
T6,Fp1,243,alpha
T6,PZ,243,alpha
CZ,P3,243,alpha
CZ,O1,243,alpha
CZ,T5,243,alpha
PZ,Fp1,243,alpha
PZ,FZ,243,alpha
Pg1,F4,243,alpha
Fp2,O1,243,alpha
F3,C4,243,alpha
C3,O2,243,alpha
O1,F3,243,alpha
T4,O2,243,alpha
Fp1,F7,242,alpha
Fp2,T3,242,alpha
F3,Fp2,242,alpha
F3,F7,242,alpha
C3,F3,242,alpha
C3,P4,242,alpha
C3,T5,242,alpha
C4,P3,242,alpha
P3,Fp1,242,alpha
P3,T4,242,alpha
P4,O1,242,alpha
O1,O2,242,alpha
O1,T3,242,alpha
O2,F4,242,alpha
F8,O2,242,alpha
F8,T3,242,alpha
F8,T5,242,alpha
F8,T6,242,alpha
F8,PZ,242,alpha
T3,F4,242,alpha
T3,CZ,242,alpha
T4,O1,242,alpha
T5,F4,242,alpha
T5,C4,242,alpha
T6,P4,242,alpha
T6,T4,242,alpha
T6,CZ,242,alpha
FZ,T3,242,alpha
PZ,C3,242,alpha
PZ,O1,242,alpha
PZ,O2,242,alpha
PZ,CZ,242,alpha
Pg2,F4,242,alpha
Pg2,F7,242,alpha
Fp2,P3,242,alpha
C4,F3,242,alpha
O1,Fp2,242,alpha
O1,F8,242,alpha
FZ,C4,242,alpha
Fp2,Fp1,241,alpha
Fp2,C3,241,alpha
F3,F4,241,alpha
F3,T5,241,alpha
F4,T3,241,alpha
C3,C4,241,alpha
C3,T3,241,alpha
C3,T6,241,alpha
C4,F4,241,alpha
C4,T3,241,alpha
C4,T5,241,alpha
P3,P4,241,alpha
P3,O1,241,alpha
O1,T4,241,alpha
O1,CZ,241,alpha
O2,Fp2,241,alpha
O2,P4,241,alpha
F8,P4,241,alpha
T3,FZ,241,alpha
FZ,T5,241,alpha
CZ,T4,241,alpha
PZ,F7,241,alpha
PZ,F8,241,alpha
Fp1,C4,241,alpha
C4,Fp1,241,alpha
P3,F4,241,alpha
Fp1,F4,240,alpha
Fp2,F3,240,alpha
F3,C3,240,alpha
F3,F8,240,alpha
F4,T5,240,alpha
C4,O1,240,alpha
C4,CZ,240,alpha
P3,C4,240,alpha
P4,C4,240,alpha
P4,P3,240,alpha
P4,PZ,240,alpha
O1,P3,240,alpha
O1,PZ,240,alpha
O2,Fp1,240,alpha
O2,C4,240,alpha
O2,F7,240,alpha
O2,T6,240,alpha
T4,T3,240,alpha
T5,O1,240,alpha
T5,PZ,240,alpha
T6,O1,240,alpha
T6,O2,240,alpha
FZ,F4,240,alpha
CZ,C4,240,alpha
CZ,P4,240,alpha
Pg1,Fp1,240,alpha
Pg1,P4,240,alpha
Pg2,O1,240,alpha
C4,C3,240,alpha
O1,Fp1,240,alpha
T5,T4,240,alpha
T5,FZ,240,alpha
T6,T5,240,alpha
F3,Fp1,239,alpha
F3,PZ,239,alpha
F4,Pg2,239,alpha
C3,CZ,239,alpha
C4,Fp2,239,alpha
C4,Pg2,239,alpha
O1,C4,239,alpha
O1,P4,239,alpha
O2,Pg1,239,alpha
F7,F3,239,alpha
F8,FZ,239,alpha
T3,Fp2,239,alpha
T3,T6,239,alpha
T4,F3,239,alpha
T5,C3,239,alpha
T5,CZ,239,alpha
T6,C3,239,alpha
CZ,F7,239,alpha
PZ,P4,239,alpha
Pg1,F7,239,alpha
Pg2,Fp1,239,alpha
Pg2,O2,239,alpha
T3,T4,239,alpha
F4,O2,238,alpha
F4,FZ,238,alpha
C4,T4,238,alpha
P3,PZ,238,alpha
P4,Pg1,238,alpha
O2,T3,238,alpha
F7,CZ,238,alpha
F8,P3,238,alpha
T4,P3,238,alpha
T5,T6,238,alpha
CZ,T3,238,alpha
PZ,T6,238,alpha
Pg1,Fp2,238,alpha
Pg1,O2,238,alpha
Pg1,T5,238,alpha
Pg1,FZ,238,alpha
Pg1,PZ,238,alpha
Pg2,F3,238,alpha
T5,F3,238,alpha
Fp1,O2,237,alpha
O2,PZ,237,alpha
O2,Pg2,237,alpha
T4,C4,237,alpha
T5,P3,237,alpha
T6,T3,237,alpha
FZ,C3,237,alpha
FZ,Pg2,237,alpha
Pg1,F3,237,alpha
Pg1,O1,237,alpha
Pg1,T3,237,alpha
Pg2,P4,237,alpha
Pg2,T3,237,alpha
Pg2,T4,237,alpha
Pg2,FZ,237,alpha
Pg2,PZ,237,alpha
F3,T4,236,alpha
F4,Pg1,236,alpha
C4,Pg1,236,alpha
P3,F8,236,alpha
P4,Pg2,236,alpha
CZ,Pg1,236,alpha
Pg1,T4,236,alpha
Pg2,Fp2,236,alpha
Pg2,P3,236,alpha
F8,Fp1,236,alpha
Fp1,Pg2,235,alpha
Fp2,Pg2,235,alpha
O1,Pg1,235,alpha
F8,F3,235,alpha
T4,Pg1,235,alpha
T4,Pg2,235,alpha
Pg1,T6,235,alpha
Pg1,CZ,235,alpha
Pg2,C3,235,alpha
Pg2,C4,235,alpha
Pg2,T5,235,alpha
Pg2,CZ,235,alpha
O1,Pg2,234,alpha
F7,Pg2,234,alpha
CZ,Pg2,234,alpha
Pg1,C3,234,alpha
Pg2,F8,234,alpha
Pg2,T6,234,alpha
C3,Pg2,233,alpha
T3,C3,233,alpha
FZ,Pg1,233,alpha
PZ,Pg1,233,alpha
PZ,Pg2,233,alpha
Pg1,F8,233,alpha
Fp2,Pg1,232,alpha
F7,Pg1,232,alpha
F8,Pg1,232,alpha
F8,Pg2,232,alpha
Pg1,P3,232,alpha
Fp1,Pg1,231,alpha
F3,Pg2,231,alpha
C3,Pg1,231,alpha
T5,Pg2,230,alpha
Pg1,C4,229,alpha
F3,Pg1,228,alpha
P3,Pg2,228,alpha
T5,Pg1,227,alpha
P3,Pg1,226,alpha
T6,Pg1,226,alpha
T3,Pg2,225,alpha
T6,Pg2,223,alpha
T3,Pg1,221,alpha
Pg1,CZ,254,beta
Pg1,Pg2,254,beta
Pg2,Pg1,254,beta
CZ,Pg1,253,beta
CZ,Pg2,253,beta
Pg2,CZ,253,beta
Fp2,FZ,247,beta
Pg1,FZ,245,beta
Fp1,FZ,245,beta
Pg2,FZ,243,beta
FZ,Pg1,242,beta
FZ,Pg2,242,beta
Fp1,C4,242,beta
Fp1,F4,240,beta
T4,FZ,240,beta
T5,F8,240,beta
T6,FZ,240,beta
Fp2,C4,240,beta
Fp1,C3,239,beta
Fp2,F4,239,beta
T3,FZ,238,beta
Fp2,C3,237,beta
Fp1,O2,237,beta
T5,F3,237,beta
Fp1,T6,237,beta
F3,C3,236,beta
P3,F4,236,beta
T6,F3,236,beta
Fp2,T5,235,beta
F4,CZ,235,beta
Fp1,CZ,235,beta
F8,C4,235,beta
P3,FZ,234,beta
F7,O2,234,beta
T6,F8,234,beta
F3,C4,234,beta
F8,CZ,234,beta
T6,F4,234,beta
T6,F7,234,beta
Fp1,PZ,234,beta
T4,F4,234,beta
Fp1,T3,233,beta
Fp1,T5,233,beta
T5,FZ,233,beta
PZ,FZ,233,beta
Fp2,O2,233,beta
C3,FZ,233,beta
Fp1,P3,232,beta
Fp2,T6,232,beta
F4,C4,232,beta
T5,F4,232,beta
T6,CZ,232,beta
Fp2,CZ,232,beta
F7,CZ,232,beta
FZ,C4,232,beta
Fp2,P3,231,beta
O1,F8,231,beta
T4,F3,231,beta
PZ,F8,231,beta
Fp1,P4,231,beta
Fp2,T3,231,beta
Fp2,F3,231,beta
Fp2,PZ,230,beta
P3,F7,230,beta
FZ,CZ,230,beta
F3,T5,230,beta
T4,F7,230,beta
F3,T6,230,beta
F4,C3,229,beta
F8,C3,229,beta
T3,F8,229,beta
P4,FZ,229,beta
F8,O2,229,beta
P3,F3,229,beta
F8,O1,229,beta
F3,PZ,229,beta
Fp1,T4,228,beta
F3,CZ,228,beta
F8,PZ,228,beta
T3,F3,228,beta
T3,CZ,228,beta
T4,Fp1,228,beta
T5,F7,228,beta
F7,C4,228,beta
F7,P4,228,beta
F8,T5,228,beta
T4,T3,228,beta
T5,C4,228,beta
T5,T4,228,beta
T5,Fp2,228,beta
T6,Fp2,228,beta
Fp1,O1,227,beta
PZ,F7,227,beta
C4,FZ,227,beta
O2,FZ,227,beta
F8,FZ,227,beta
T6,T3,227,beta
Fp2,T4,227,beta
T3,F4,227,beta
PZ,F3,227,beta
F4,O1,227,beta
F3,T3,226,beta
F3,FZ,226,beta
C3,F4,226,beta
C4,F4,226,beta
F7,T6,226,beta
T5,Fp1,226,beta
Fp1,F3,226,beta
F8,P4,226,beta
T4,F8,226,beta
T4,T5,226,beta
PZ,F4,226,beta
FZ,C3,226,beta
F4,FZ,225,beta
FZ,T6,225,beta
PZ,CZ,225,beta
Fp2,F7,225,beta
P4,F8,225,beta
O1,F4,225,beta
T5,O2,225,beta
O2,F8,225,beta
T6,C3,225,beta
F7,PZ,224,beta
T5,CZ,224,beta
Fp2,P4,224,beta
Fp2,O1,224,beta
C4,F8,224,beta
P4,F3,224,beta
F7,FZ,224,beta
T6,T5,224,beta
F4,P3,224,beta
F3,T4,223,beta
C3,F3,223,beta
P3,Fp2,223,beta
T3,C4,223,beta
FZ,PZ,223,beta
F3,O2,223,beta
C4,F7,223,beta
F3,F4,222,beta
F4,T5,222,beta
F4,PZ,222,beta
P3,Fp1,222,beta
P3,F8,222,beta
P4,F4,222,beta
F7,O1,222,beta
F3,P4,222,beta
F4,O2,222,beta
F8,Fp2,222,beta
T6,Fp1,222,beta
O1,FZ,222,beta
T4,Fp2,222,beta
O1,F7,221,beta
F8,P3,221,beta
F8,T6,221,beta
PZ,Fp2,221,beta
F3,O1,221,beta
C3,CZ,221,beta
C4,F3,221,beta
C4,CZ,221,beta
P4,CZ,221,beta
T3,Fp2,221,beta
T4,C3,221,beta
PZ,Fp1,221,beta
F4,T6,221,beta
O2,F7,220,beta
T3,Fp1,220,beta
FZ,Fp1,220,beta
FZ,T3,220,beta
Fp2,F8,220,beta
P4,F7,220,beta
C3,C4,219,beta
C3,F8,219,beta
F7,P3,219,beta
T3,F7,219,beta
FZ,O1,219,beta
F4,P4,219,beta
P4,Fp2,219,beta
F3,P3,219,beta
O1,Fp2,218,beta
O2,Fp1,218,beta
O2,F4,218,beta
T4,PZ,218,beta
T5,PZ,218,beta
F4,T3,218,beta
P3,C4,217,beta
P3,CZ,217,beta
C3,F7,217,beta
O2,Fp2,217,beta
O2,T5,217,beta
T3,T4,217,beta
T5,T6,217,beta
T6,O1,217,beta
FZ,P4,217,beta
CZ,FZ,217,beta
CZ,PZ,216,beta
O1,F3,216,beta
O2,F3,216,beta
F8,F7,216,beta
FZ,O2,216,beta
T6,C4,215,beta
F7,T4,215,beta
T3,T6,215,beta
T4,CZ,215,beta
C4,Fp2,215,beta
P4,T6,214,beta
T4,P3,214,beta
F4,F3,214,beta
F4,T4,214,beta
P4,Fp1,214,beta
F8,T3,214,beta
P3,C3,213,beta
O1,Fp1,213,beta
F7,T5,213,beta
P4,O2,213,beta
FZ,T4,213,beta
F7,C3,212,beta
T3,O2,212,beta
F4,Fp2,211,beta
C3,Fp1,211,beta
T4,C4,211,beta
FZ,P3,211,beta
CZ,F3,211,beta
CZ,P3,211,beta
Fp1,F8,211,beta
P3,Pg2,211,beta
T4,O1,211,beta
T5,P4,211,beta
T6,PZ,211,beta
F8,T4,210,beta
FZ,T5,210,beta
CZ,Fp1,210,beta
P4,T4,210,beta
T6,P4,210,beta
C4,Fp1,210,beta
Fp1,Pg2,209,beta
T5,C3,209,beta
O1,T4,209,beta
FZ,Fp2,209,beta
C4,T6,208,beta
O2,CZ,208,beta
F7,Fp1,208,beta
T6,Pg1,208,beta
Fp2,Fp1,208,beta
P3,T6,208,beta
T4,O2,208,beta
F7,F8,208,beta
Fp1,Pg1,207,beta
F4,F7,207,beta
P3,O2,207,beta
T6,Pg2,207,beta
PZ,C3,207,beta
C4,P4,207,beta
CZ,F8,207,beta
Fp1,F7,206,beta
C3,Fp2,206,beta
C4,T3,206,beta
P3,T5,206,beta
PZ,O2,206,beta
C3,T6,206,beta
C3,PZ,205,beta
F7,F4,205,beta
T3,O1,205,beta
T5,O1,205,beta
T5,Pg2,205,beta
F8,F3,205,beta
T4,P4,205,beta
P3,PZ,204,beta
O1,T5,204,beta
T5,Pg1,204,beta
C3,T4,204,beta
C4,T5,204,beta
P3,T4,204,beta
C4,PZ,203,beta
PZ,O1,203,beta
P3,Pg1,203,beta
CZ,P4,203,beta
C4,T4,203,beta
PZ,C4,202,beta
C3,O2,202,beta
C4,C3,202,beta
T6,O2,202,beta
O2,C4,202,beta
F3,F7,201,beta
F4,Fp1,201,beta
P4,T3,201,beta
F7,T3,201,beta
CZ,F4,201,beta
PZ,T3,201,beta
O1,T6,201,beta
O2,C3,201,beta
F7,Fp2,201,beta
Pg2,T5,200,beta
O2,O1,200,beta
T4,T6,200,beta
CZ,C3,200,beta
PZ,T5,200,beta
C3,P3,199,beta
PZ,P3,199,beta
Fp1,Fp2,199,beta
Fp2,Pg2,198,beta
O1,O2,198,beta
FZ,F8,198,beta
CZ,T6,198,beta
C4,O2,198,beta
T3,P4,197,beta
F3,Fp1,197,beta
C4,O1,197,beta
O2,T3,197,beta
O2,T4,197,beta
PZ,T4,197,beta
O1,C4,197,beta
FZ,F3,197,beta
P4,PZ,196,beta
O1,CZ,196,beta
T5,P3,196,beta
Fp2,Pg1,196,beta
F3,F8,196,beta
P4,T5,196,beta
F8,F4,196,beta
CZ,C4,196,beta
CZ,F7,196,beta
C4,P3,195,beta
P3,O1,195,beta
F7,F3,195,beta
T3,PZ,195,beta
Pg1,T5,195,beta
PZ,P4,195,beta
C4,Pg2,194,beta
O2,P3,194,beta
Pg2,Fp1,194,beta
F4,F8,194,beta
P4,C3,194,beta
P4,C4,194,beta
T6,P3,194,beta
Pg2,P3,194,beta
F3,Fp2,193,beta
F4,Pg2,193,beta
C3,O1,193,beta
C3,T3,193,beta
O1,C3,193,beta
CZ,T5,193,beta
Pg1,Fp1,193,beta
O2,T6,193,beta
F8,Fp1,193,beta
T5,T3,193,beta
T6,T4,193,beta
CZ,O2,193,beta
F3,Pg1,192,beta
F4,Pg1,192,beta
C3,T5,192,beta
C4,Pg1,192,beta
P4,O1,192,beta
CZ,T3,192,beta
C3,P4,192,beta
O1,T3,191,beta
T3,C3,191,beta
CZ,O1,191,beta
CZ,Fp2,191,beta
CZ,T4,191,beta
O2,P4,191,beta
FZ,F7,191,beta
F3,Pg2,190,beta
P4,P3,190,beta
T3,Pg1,190,beta
T3,Pg2,190,beta
T4,Pg1,190,beta
O2,PZ,190,beta
P3,P4,189,beta
T3,P3,189,beta
FZ,F4,189,beta
Pg1,T6,189,beta
Pg1,P3,189,beta
PZ,T6,188,beta
O1,Pg2,187,beta
O2,Pg2,187,beta
T4,Pg2,187,beta
P3,T3,186,beta
O1,P3,186,beta
O1,Pg1,185,beta
O2,Pg1,185,beta
F7,Pg2,185,beta
Pg2,T6,184,beta
P4,Pg2,183,beta
F7,Pg1,181,beta
P4,Pg1,180,beta
F8,Pg1,180,beta
T3,T5,180,beta
C3,Pg2,179,beta
PZ,Pg2,179,beta
C3,Pg1,178,beta
F8,Pg2,178,beta
O1,P4,177,beta
Pg1,T3,175,beta
O1,PZ,173,beta
Pg2,T3,173,beta
PZ,Pg1,173,beta
Pg2,F3,168,beta
Pg1,F3,166,beta
Pg1,F4,165,beta
Pg2,F4,164,beta
Pg1,O1,162,beta
Pg2,Fp2,162,beta
Pg2,O1,162,beta
Pg1,Fp2,159,beta
Pg1,C4,158,beta
Pg1,F8,156,beta
Pg2,F8,155,beta
Pg2,C4,153,beta
Pg1,O2,150,beta
Pg2,O2,147,beta
Pg1,F7,145,beta
Pg1,T4,144,beta
Pg2,PZ,143,beta
Pg2,F7,143,beta
Pg2,T4,142,beta
Pg1,C3,141,beta
Pg1,PZ,140,beta
Pg2,C3,140,beta
Pg1,P4,134,beta
Pg2,P4,134,beta
Fp1,C4,254,delta
F3,F8,254,delta
F4,FZ,254,delta
F4,CZ,254,delta
C4,Fp1,254,delta
C4,T3,254,delta
O2,F3,254,delta
O2,O1,254,delta
O2,T3,254,delta
O2,T5,254,delta
F7,F8,254,delta
F7,T4,254,delta
F7,CZ,254,delta
F8,F7,254,delta
T4,F7,254,delta
T4,PZ,254,delta
T5,F8,254,delta
FZ,F7,254,delta
FZ,T4,254,delta
CZ,Fp2,254,delta
PZ,O2,254,delta
Fp1,F4,253,delta
Fp1,C3,253,delta
Fp1,T4,253,delta
Fp1,T5,253,delta
Fp1,FZ,253,delta
Fp2,C4,253,delta
Fp2,FZ,253,delta
Fp2,CZ,253,delta
Fp2,PZ,253,delta
F3,F4,253,delta
F3,O1,253,delta
F3,FZ,253,delta
F4,C4,253,delta
F4,O1,253,delta
F4,F7,253,delta
F4,F8,253,delta
C3,F3,253,delta
C3,F8,253,delta
C4,F3,253,delta
C4,F4,253,delta
C4,P3,253,delta
P3,C4,253,delta
P4,F8,253,delta
O2,T4,253,delta
F7,F3,253,delta
F8,F4,253,delta
F8,C4,253,delta
T3,C4,253,delta
T3,O2,253,delta
T3,T4,253,delta
T4,Fp1,253,delta
T4,T5,253,delta
T5,P4,253,delta
T5,CZ,253,delta
T5,PZ,253,delta
FZ,F3,253,delta
FZ,O2,253,delta
CZ,T5,253,delta
PZ,C3,253,delta
PZ,CZ,253,delta
Pg2,Pg1,253,delta
Fp1,F3,252,delta
Fp1,F8,252,delta
Fp1,T6,252,delta
Fp1,PZ,252,delta
Fp2,F4,252,delta
Fp2,O2,252,delta
Fp2,F7,252,delta
Fp2,F8,252,delta
Fp2,T4,252,delta
Fp2,T5,252,delta
Fp2,T6,252,delta
F3,Fp2,252,delta
F3,T4,252,delta
F3,T5,252,delta
F3,PZ,252,delta
F4,Fp2,252,delta
F4,F3,252,delta
F4,O2,252,delta
C3,C4,252,delta
C3,P3,252,delta
C3,O2,252,delta
C4,F8,252,delta
P3,C3,252,delta
P3,F8,252,delta
P3,CZ,252,delta
P4,CZ,252,delta
O2,Fp1,252,delta
O2,C4,252,delta
O2,T6,252,delta
O2,FZ,252,delta
F7,F4,252,delta
F8,Fp2,252,delta
F8,P4,252,delta
F8,O2,252,delta
F8,T6,252,delta
F8,PZ,252,delta
T3,F3,252,delta
T3,T5,252,delta
T3,CZ,252,delta
T4,O1,252,delta
T4,O2,252,delta
T4,F8,252,delta
T4,CZ,252,delta
T5,O1,252,delta
T5,O2,252,delta
T6,P3,252,delta
T6,P4,252,delta
T6,O1,252,delta
T6,T5,252,delta
FZ,Fp2,252,delta
FZ,P3,252,delta
FZ,PZ,252,delta
CZ,F3,252,delta
CZ,F4,252,delta
CZ,T4,252,delta
CZ,FZ,252,delta
CZ,PZ,252,delta
PZ,F3,252,delta
PZ,P3,252,delta
PZ,T4,252,delta
PZ,T6,252,delta
PZ,FZ,252,delta
Pg1,T5,252,delta
Pg2,C4,252,delta
Pg2,P4,252,delta
Pg2,T4,252,delta
T5,F3,252,delta
Fp1,O2,251,delta
Fp2,F3,251,delta
Fp2,O1,251,delta
F3,Fp1,251,delta
F3,C4,251,delta
F3,P4,251,delta
F3,F7,251,delta
F3,CZ,251,delta
F4,Fp1,251,delta
F4,P3,251,delta
F4,T5,251,delta
C3,Fp1,251,delta
C3,F4,251,delta
C3,P4,251,delta
C4,Fp2,251,delta
C4,C3,251,delta
C4,O2,251,delta
C4,T4,251,delta
C4,FZ,251,delta
P3,F3,251,delta
P3,O1,251,delta
P3,O2,251,delta
P3,T6,251,delta
P3,PZ,251,delta
P4,F3,251,delta
P4,C3,251,delta
P4,P3,251,delta
P4,O2,251,delta
P4,T3,251,delta
P4,FZ,251,delta
O1,F3,251,delta
O1,T5,251,delta
O2,Fp2,251,delta
O2,F4,251,delta
O2,P3,251,delta
O2,F8,251,delta
F7,Fp2,251,delta
F8,F3,251,delta
F8,P3,251,delta
T3,C3,251,delta
T3,P3,251,delta
T3,F8,251,delta
T3,T6,251,delta
T4,P3,251,delta
T4,P4,251,delta
T4,T6,251,delta
T5,F4,251,delta
T5,F7,251,delta
T5,T3,251,delta
T5,FZ,251,delta
T6,F4,251,delta
T6,F8,251,delta
T6,T3,251,delta
T6,FZ,251,delta
FZ,C4,251,delta
FZ,F8,251,delta
FZ,T3,251,delta
CZ,Fp1,251,delta
CZ,C3,251,delta
CZ,T3,251,delta
PZ,C4,251,delta
PZ,F8,251,delta
PZ,T5,251,delta
Pg1,Fp1,251,delta
Pg1,F4,251,delta
Pg1,C3,251,delta
Pg1,T3,251,delta
Pg1,Pg2,251,delta
Pg2,Fp2,251,delta
Pg2,P3,251,delta
P3,T3,251,delta
P3,T5,251,delta
F7,T5,251,delta
Fp1,Fp2,250,delta
Fp2,Fp1,250,delta
Fp2,P3,250,delta
F3,O2,250,delta
F3,T6,250,delta
F4,T4,250,delta
C3,F7,250,delta
C3,T3,250,delta
C3,T4,250,delta
C3,FZ,250,delta
C3,CZ,250,delta
C4,T5,250,delta
C4,PZ,250,delta
P3,Fp2,250,delta
P3,P4,250,delta
P3,F7,250,delta
P3,T4,250,delta
P4,Fp1,250,delta
P4,Fp2,250,delta
P4,F4,250,delta
P4,C4,250,delta
P4,F7,250,delta
P4,T6,250,delta
P4,PZ,250,delta
O1,Fp1,250,delta
O1,Fp2,250,delta
O1,C4,250,delta
O1,P3,250,delta
O1,PZ,250,delta
O2,C3,250,delta
O2,P4,250,delta
O2,CZ,250,delta
F7,C3,250,delta
F7,C4,250,delta
F7,T6,250,delta
F8,T3,250,delta
F8,T4,250,delta
F8,FZ,250,delta
F8,CZ,250,delta
T3,Fp2,250,delta
T3,F4,250,delta
T3,FZ,250,delta
T4,F4,250,delta
T4,C4,250,delta
T4,T3,250,delta
T4,FZ,250,delta
T5,C3,250,delta
T5,P3,250,delta
T5,T6,250,delta
T6,Fp1,250,delta
T6,T4,250,delta
FZ,F4,250,delta
FZ,O1,250,delta
FZ,T5,250,delta
FZ,T6,250,delta
FZ,CZ,250,delta
CZ,P3,250,delta
CZ,O2,250,delta
CZ,F7,250,delta
Pg1,P3,250,delta
Pg1,O2,250,delta
Pg1,T4,250,delta
Pg2,F3,250,delta
Pg2,F4,250,delta
Pg2,C3,250,delta
Pg2,T3,250,delta
Pg2,PZ,250,delta
F3,C3,250,delta
C3,T5,250,delta
C3,T6,250,delta
T3,F7,250,delta
Fp1,O1,249,delta
Fp1,F7,249,delta
Fp2,C3,249,delta
F4,C3,249,delta
F4,T3,249,delta
F4,T6,249,delta
F4,PZ,249,delta
C3,Fp2,249,delta
C3,O1,249,delta
C4,P4,249,delta
C4,CZ,249,delta
P4,O1,249,delta
P4,T5,249,delta
O1,F4,249,delta
O1,O2,249,delta
O1,T6,249,delta
O1,FZ,249,delta
